date,time,Severity,temperature_2m,relative_humidity_2m,precipitation,surface_pressure,cloud_cover,wind_speed_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,forest_fire
3/19/21,23:00:00,0.0,9.711000443,76.14529419,0.100000001,934.6848755,100.0,11.52562332,10.66100025,9.311000824,0.370999992,0.337000012,N
3/20/21,0:00:00,0.0,8.311000824,89.65698242,0.100000001,934.0933838,100.0,10.44620609,9.561000824,9.211000443,0.365999997,0.337000012,N
3/20/21,1:00:00,0.0,7.910999775,89.31739807,0.100000001,933.7929688,100.0,9.114471436,9.261000633,9.211000443,0.36500001,0.337000012,N
3/20/21,2:00:00,0.0,7.361000061,87.73963165,0.0,933.7225342,56.39999771,9.178235054,8.861000061,9.211000443,0.36500001,0.338,N
3/20/21,3:00:00,0.0,5.710999966,83.07489014,0.0,933.7816772,36.90000153,9.339207649,8.061000824,9.111000061,0.363999993,0.338,N
3/20/21,4:00:00,0.0,4.361000061,82.31459808,0.0,933.8338013,7.199999809,7.594208241,7.261000156,9.011000633,0.363000005,0.338,N
3/20/21,5:00:00,0.0,3.06099987,85.47031403,0.0,934.0794678,0.899999976,7.49111414,6.361000061,8.861000061,0.361999989,0.338,N
3/20/21,6:00:00,0.0,2.861000061,85.44837952,0.0,934.3840332,0.899999976,10.49571323,5.710999966,8.661000252,0.361000001,0.338,N
3/20/21,7:00:00,0.0,2.611000061,91.14012146,0.0,934.7643433,0.899999976,11.75387669,5.261000156,8.411000252,0.361000001,0.338,N
3/20/21,8:00:00,0.0,2.460999966,94.45527649,0.0,935.0836182,4.5,12.07476616,4.960999966,8.211000443,0.360000014,0.338,N
3/20/21,9:00:00,0.0,2.510999918,95.4754715,0.0,935.3728638,10.79999924,11.92355728,4.81099987,7.960999966,0.358999997,0.338,N
3/20/21,10:00:00,0.0,2.460999966,94.79367065,0.0,935.5401611,5.399999619,11.68198681,4.660999775,7.761000156,0.358999997,0.338,N
3/20/21,11:00:00,0.0,2.31099987,94.11096954,0.0,935.6769409,18.0,11.92355728,4.460999966,7.56099987,0.35800001,0.338,N
3/20/21,12:00:00,0.0,1.760999918,93.41017151,0.0,935.3255615,12.89999962,9.36000061,4.611000061,7.460999966,0.361999989,0.340999991,N
3/20/21,13:00:00,0.0,1.661000013,94.76042938,0.0,935.8425293,12.0,10.49571323,4.210999966,7.31099987,0.361999989,0.340999991,N
3/20/21,14:00:00,0.0,1.661000013,95.78843689,0.0,936.116394,1.799999952,10.9489727,3.960999966,7.111000061,0.361000001,0.340999991,N
3/20/21,15:00:00,0.0,2.81099987,91.48086548,0.0,937.0170898,1.5,12.72792149,4.011000156,6.910999775,0.360000014,0.340999991,N
3/20/21,16:00:00,0.0,4.660999775,80.89533234,0.0,938.0358276,6.299999714,13.6847353,4.861000061,6.761000156,0.358999997,0.340999991,N
3/20/21,17:00:00,0.0,6.210999966,67.6118927,0.0,938.4102783,13.5,12.38734818,6.160999775,6.710999966,0.35800001,0.340999991,N
3/20/21,18:00:00,0.0,7.56099987,57.32746506,0.0,938.9945068,54.89999771,12.18162441,7.611000061,6.761000156,0.356999993,0.340999991,N
3/20/21,19:00:00,0.0,8.461000443,52.18660355,0.0,939.0773315,65.40000153,11.92355728,8.761000633,6.910999775,0.354999989,0.340999991,N
3/20/21,20:00:00,0.0,8.561000824,54.14921188,0.0,939.1069336,100.0,12.66156387,9.461000443,7.111000061,0.354000002,0.340000004,N
3/20/21,21:00:00,0.0,8.961000443,54.4532814,0.0,938.949646,86.69999695,11.72627735,10.16100025,7.361000061,0.351999998,0.340000004,N
3/20/21,22:00:00,0.0,9.261000633,52.02724838,0.0,938.3971558,65.40000153,12.10157013,10.66100025,7.611000061,0.351000011,0.340000004,N
3/20/21,23:00:00,0.0,9.061000824,54.87519073,0.0,938.0640259,69.90000153,13.39761162,10.81100082,7.861000061,0.349000007,0.338999987,N
3/21/21,0:00:00,0.0,9.361000061,46.14700699,0.0,937.3283691,0.0,9.178235054,10.81100082,8.211000443,0.351000011,0.340000004,N
3/21/21,1:00:00,0.0,8.511000633,53.35409546,0.0,937.0796509,0.0,10.2962513,10.46100044,8.411000252,0.349999994,0.340000004,N
3/21/21,2:00:00,0.0,6.56099987,69.65914154,0.0,936.8688354,0.0,10.00255966,9.511000633,8.511000633,0.349000007,0.340000004,N
3/21/21,3:00:00,0.0,4.660999775,87.17781067,0.0,936.9393921,0.899999976,11.01976395,8.311000824,8.561000824,0.349000007,0.340000004,N
3/21/21,4:00:00,0.0,3.81099987,92.19908905,0.0,936.9562378,0.899999976,10.9489727,7.31099987,8.511000633,0.349000007,0.340000004,N
3/21/21,5:00:00,0.0,3.260999918,92.16552734,0.0,936.7890625,0.899999976,10.19505692,6.511000156,8.411000252,0.34799999,0.340000004,N
3/21/21,6:00:00,0.0,2.960999966,91.81845856,0.0,936.6973877,3.599999905,9.290511131,5.910999775,8.261000633,0.34799999,0.338999987,N
3/21/21,7:00:00,0.0,2.81099987,91.15390015,0.0,936.3779297,5.399999619,9.504272461,5.460999966,8.061000824,0.34799999,0.338999987,N
3/21/21,8:00:00,0.0,2.861000061,86.06666565,0.0,936.027771,2.699999809,10.97262001,5.111000061,7.861000061,0.347000003,0.338999987,N
3/21/21,9:00:00,0.0,3.06099987,82.14412689,0.0,935.9973145,1.799999952,11.45795822,4.861000061,7.710999966,0.347000003,0.338999987,N
3/21/21,10:00:00,28.24633225,5.5285,96.5862,0.0,1007.8074,11.7,7.2,7.0785,10.028501,0.399,0.34,Y
3/21/21,11:00:00,0.0,3.460999966,71.85987854,0.0,935.114563,0.899999976,11.52562332,4.511000156,7.31099987,0.345999986,0.338999987,N
3/21/21,12:00:00,0.0,4.160999775,66.1885376,0.0,935.4179077,0.899999976,11.88545322,4.410999775,7.261000156,0.345999986,0.338999987,N
